feature_id,link
65537,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/65537
3,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/3
8195,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/8195
90117,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/90117
73735,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/73735
40967,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/40967
40968,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/40968
81930,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/81930
40971,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/40971
10,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/10
24591,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/24591
122897,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/122897
122899,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/122899
57365,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/57365
98326,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/98326
24599,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/24599
24600,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/24600
40983,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/40983
16412,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/16412
32796,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/32796
65566,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/65566
73762,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/73762
122918,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/122918
16426,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/16426
98352,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/98352
49204,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/49204
16438,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/16438
57400,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/57400
98360,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/98360
8250,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/8250
49210,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/49210
65593,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/65593
32831,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/32831
8255,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/8255
114751,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/114751
73795,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/73795
98372,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/98372
98373,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/98373
90180,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/90180
32836,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/32836
49227,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/49227
98379,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/98379
41035,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/41035
90190,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/90190
81,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/81
24658,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/24658
82006,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/82006
32858,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/32858
82011,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/82011
82014,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/82014
16479,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/16479
90208,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/90208
49261,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/49261
82032,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/82032
49267,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/49267
73845,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/73845
106613,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/106613
16502,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/16502
32892,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/32892
106623,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/106623
123008,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/123008
41090,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/41090
49283,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/49283
41102,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/41102
98448,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/98448
57491,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/57491
24724,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/24724
106645,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/106645
41110,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/41110
8343,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/8343
49304,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/49304
114840,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/114840
49302,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/49302
82068,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/82068
49308,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/49308
114845,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/114845
41119,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/41119
106656,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/106656
73892,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/73892
123045,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/123045
82090,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/82090
123052,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/123052
57516,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/57516
24754,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/24754
73907,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/73907
90294,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/90294
24759,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/24759
98490,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/98490
82113,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/82113
106693,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/106693
65734,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/65734
123080,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/123080
98505,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/98505
16584,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/16584
82125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/82125
207,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/207
8399,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/8399
82132,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/82132
32980,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/32980
65749,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/65749
41176,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/41176
123099,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/123099
220,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/220
24796,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/24796
32988,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/32988
123103,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/123103
24800,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/24800
8417,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/8417
49384,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/49384
82152,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/82152
65770,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/65770
16618,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/16618
57579,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/57579
33005,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/33005
123118,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/123118
8432,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/8432
57584,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/57584
33010,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/33010
73970,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/73970
24823,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/24823
41208,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/41208
57592,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/57592
8442,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/8442
73980,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/73980
65790,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/65790
41215,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/41215
256,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/256
49407,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/49407
65792,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/65792
106760,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/106760
16648,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/16648
269,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/269
90383,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/90383
41233,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/41233
16661,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/16661
33045,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/33045
106773,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/106773
74012,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/74012
82206,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/82206
90402,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/90402
106789,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/106789
106790,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/106790
123176,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/123176
16688,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/16688
98610,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/98610
8500,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/8500
123190,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/123190
65849,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/65849
16698,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/16698
90425,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/90425
8508,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/8508
33087,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/33087
65856,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/65856
24900,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/24900
82251,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/82251
65867,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/65867
16718,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/16718
65871,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/65871
90446,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/90446
16722,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/16722
8531,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/8531
74068,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/74068
24918,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/24918
57687,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/57687
344,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/344
346,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/346
98651,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/98651
24922,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/24922
123229,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/123229
65886,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/65886
41310,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/41310
106850,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/106850
8550,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/8550
106854,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/106854
359,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/359
16743,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/16743
74086,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/74086
41323,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/41323
123241,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/123241
24941,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/24941
24942,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/24942
41326,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/41326
8554,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/8554
74089,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/74089
33139,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/33139
98675,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/98675
90486,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/90486
74106,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/74106
74112,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/74112
16770,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/16770
74115,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/74115
123266,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/123266
65922,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/65922
74118,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/74118
106893,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/106893
57743,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/57743
8592,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/8592
74131,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/74131
82328,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/82328
24985,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/24985
41370,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/41370
90523,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/90523
57757,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/57757
16798,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/16798
123295,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/123295
41376,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/41376
57758,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/57758
16805,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/16805
74153,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/74153
8618,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/8618
25003,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/25003
49580,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/49580
49581,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/49581
82353,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/82353
57778,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/57778
65970,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/65970
41396,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/41396
106931,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/106931
439,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/439
16825,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/16825
82362,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/82362
41404,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/41404
74174,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/74174
90558,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/90558
82368,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/82368
16830,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/16830
25026,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/25026
82371,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/82371
115140,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/115140
74182,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/74182
82374,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/82374
82375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/82375
98762,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/98762
25039,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/25039
82383,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/82383
106962,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/106962
467,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/467
468,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/468
66005,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/66005
16854,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/16854
25044,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/25044
41430,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/41430
473,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/473
8666,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/8666
115160,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/115160
49628,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/49628
98781,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/98781
106974,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/106974
90591,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/90591
57825,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/57825
90594,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/90594
8677,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/8677
74215,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/74215
123372,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/123372
57842,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/57842
33270,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/33270
82422,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/82422
41464,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/41464
41468,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/41468
66046,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/66046
512,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/512
16896,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/16896
57858,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/57858
41472,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/41472
57857,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/57857
41477,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/41477
33286,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/33286
8709,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/8709
107018,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/107018
82443,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/82443
8716,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/8716
16909,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/16909
33296,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/33296
98834,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/98834
90651,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/90651
544,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/544
115236,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/115236
41510,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/41510
41514,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/41514
82478,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/82478
98862,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/98862
25136,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/25136
16948,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/16948
8756,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/8756
82489,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/82489
8765,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/8765
123454,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/123454
25151,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/25151
107074,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/107074
25155,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/25155
581,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/581
49733,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/49733
82508,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/82508
107085,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/107085
107086,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/107086
16973,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/16973
16972,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/16972
49751,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/49751
74327,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/74327
74329,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/74329
123483,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/123483
