feature_id,activation_mean,activation_max,activation_min,label,chat_desc,pt_desc,type,link
44969,3.1874985694885254,3.8075366020202637,1.8774808645248413,universal,,,,https://completely-touched-platypus.ngrok-free.app/?model=llama&layer=15&trainer=1&fids=44969
13693,1.2136090993881226,1.568359375,0.34541434049606323,universal,,,,https://completely-touched-platypus.ngrok-free.app/?model=llama&layer=15&trainer=1&fids=13693
48462,1.4076999425888062,2.3257246017456055,0.5980421304702759,analysis,,,,https://completely-touched-platypus.ngrok-free.app/?model=llama&layer=15&trainer=1&fids=48462
47541,0.8899348974227905,1.6084321737289429,0.3458062410354614,analysis,,,,https://completely-touched-platypus.ngrok-free.app/?model=llama&layer=15&trainer=1&fids=47541
48462,1.4076999425888062,2.3257246017456055,0.5980421304702759,code,,,,https://completely-touched-platypus.ngrok-free.app/?model=llama&layer=15&trainer=1&fids=48462
47541,0.8899348974227905,1.6084321737289429,0.3458062410354614,code,,,,https://completely-touched-platypus.ngrok-free.app/?model=llama&layer=15&trainer=1&fids=47541
48462,1.4076999425888062,2.3257246017456055,0.5980421304702759,creative,,,,https://completely-touched-platypus.ngrok-free.app/?model=llama&layer=15&trainer=1&fids=48462
47541,0.8899348974227905,1.6084321737289429,0.3458062410354614,creative,,,,https://completely-touched-platypus.ngrok-free.app/?model=llama&layer=15&trainer=1&fids=47541
48462,1.4076999425888062,2.3257246017456055,0.5980421304702759,math,,,,https://completely-touched-platypus.ngrok-free.app/?model=llama&layer=15&trainer=1&fids=48462
47541,0.8899348974227905,1.6084321737289429,0.3458062410354614,math,,,,https://completely-touched-platypus.ngrok-free.app/?model=llama&layer=15&trainer=1&fids=47541
48462,1.4076999425888062,2.3257246017456055,0.5980421304702759,medical,,,,https://completely-touched-platypus.ngrok-free.app/?model=llama&layer=15&trainer=1&fids=48462
47541,0.8899348974227905,1.6084321737289429,0.3458062410354614,medical,,,,https://completely-touched-platypus.ngrok-free.app/?model=llama&layer=15&trainer=1&fids=47541
48462,1.4076999425888062,2.3257246017456055,0.5980421304702759,therapy,,,,https://completely-touched-platypus.ngrok-free.app/?model=llama&layer=15&trainer=1&fids=48462
47541,0.8899348974227905,1.6084321737289429,0.3458062410354614,therapy,,,,https://completely-touched-platypus.ngrok-free.app/?model=llama&layer=15&trainer=1&fids=47541
48462,1.4076999425888062,2.3257246017456055,0.5980421304702759,trivia,,,,https://completely-touched-platypus.ngrok-free.app/?model=llama&layer=15&trainer=1&fids=48462
47541,0.8899348974227905,1.6084321737289429,0.3458062410354614,trivia,,,,https://completely-touched-platypus.ngrok-free.app/?model=llama&layer=15&trainer=1&fids=47541
